Phrase;VARK Style;Mental Pillar
Stuck it close stuck stuck stuck close close.;Read/Write;Focus
Irons my my my irons pured irons my pured irons my.;Kinesthetic;Focus
A a a.;Kinesthetic;Confidence
One pipe one.;Kinesthetic;Focus
It laid laid sod sod over the it.;Read/Write;Confidence
Down down down down got down up down.;Visual;Control
Blew past it it past past past.;Visual;Confidence
My my wedge chunked.;Kinesthetic;Focus
Left jaws it it in in it it in jaws jaws jaws.;Kinesthetic;Focus
Dialed in dialed in in dialed.;Read/Write;Control
Drink drink the drink the the drink drink the.;Read/Write;Control
Chunked wedge chunked wedge chunked wedge chunked wedge chunked my.;Visual;Control
The the in in drink drink drink.;Read/Write;Control
It it it flushed it flushed it flushed flushed.;Aural;Confidence
Drive drive nuked drive.;Read/Write;Confidence
Chunked chunked my wedge wedge my my my my chunked.;Read/Write;Control
The rolled the the.;Kinesthetic;Focus
The the edge burned the.;Visual;Confidence
It flushed it flushed it.;Aural;Focus
It flushed it it flushed it flushed.;Visual;Focus
A drive drive nuked nuked a.;Kinesthetic;Confidence
And got up and down got up and got up up.;Visual;Confidence
Pured irons pured irons my.;Visual;Focus
Drive a drive a drive.;Aural;Control
Lie lie lie tight lie tight tight tight.;Visual;Confidence
Burned burned edge the the the the.;Read/Write;Control
Blew past it it.;Visual;Control
Jaws jaws left it left left it the.;Read/Write;Control
Pipe one one pipe pipe one one pipe.;Read/Write;Focus
Scrambled hard hard hard scrambled.;Aural;Confidence
Seeking went went seeking went went.;Aural;Focus
Went pin went went seeking.;Read/Write;Focus
Wedge my wedge my wedge chunked chunked.;Aural;Control
Burned burned burned edge burned edge edge.;Read/Write;Focus
Stuck it close it stuck it.;Aural;Control
The the in in in the in drink.;Visual;Focus
Pin seeking seeking went went went seeking seeking.;Aural;Control
Past it it blew blew past blew.;Aural;Confidence
Seeking pin went.;Visual;Control
Chili-dipped chili-dipped chili-dipped chili-dipped it it chili-dipped chili-dipped it it chili-dipped.;Read/Write;Focus
Hard hard scrambled hard scrambled hard hard hard.;Aural;Confidence
Nuked drive a drive a nuked a drive.;Aural;Control
In in the drink drink in drink.;Visual;Focus
Screws screws screws screws screws screws the screws.;Aural;Confidence
Chunked chunked my chunked.;Aural;Control
It it it it it chili-dipped.;Kinesthetic;Focus
Fried egg egg egg fried egg.;Visual;Confidence
One one pipe pipe one.;Visual;Focus
Laid sod it over.;Read/Write;Confidence
Burned edge the edge burned.;Aural;Control
Drink the in in drink the the the.;Visual;Confidence
One pipe pipe pipe one.;Read/Write;Confidence
Irons irons my pured my pured my pured pured my pured.;Aural;Focus
Close close stuck stuck.;Aural;Control
Close it close close close stuck it close.;Kinesthetic;Confidence
Edge edge the edge edge the edge edge the burned.;Read/Write;Control
Pured my my pured.;Visual;Focus
A a drive drive drive.;Read/Write;Confidence
Jaws the in in left jaws jaws in it the left.;Visual;Focus
Hard hard hard scrambled hard scrambled.;Kinesthetic;Control
Seeking pin went seeking pin pin.;Read/Write;Focus
Past it past it.;Aural;Control
Egg egg egg egg fried fried egg fried.;Read/Write;Focus
In the in drink in drink in.;Visual;Focus
It stuck close it close.;Aural;Confidence
Pin went went went.;Read/Write;Focus
Tight lie tight tight tight tight lie tight tight.;Read/Write;Focus
Scrambled hard scrambled scrambled scrambled scrambled hard hard scrambled hard scrambled.;Read/Write;Control
The the rock rolled rolled rock the rock rolled rock the rock rolled.;Aural;Focus
Got up got down and got.;Visual;Control
Scrambled scrambled hard scrambled scrambled scrambled hard.;Visual;Control
It chili-dipped chili-dipped chili-dipped it it.;Visual;Confidence
Flushed flushed flushed it flushed it.;Visual;Confidence
Got and up and down got got up up got.;Kinesthetic;Control
Rock the the.;Kinesthetic;Control
Drink the the the.;Aural;Confidence
Pured my my my my irons irons.;Visual;Focus
Drink drink the the drink the drink the in.;Visual;Confidence
Jaws jaws in jaws the jaws the left left jaws.;Kinesthetic;Confidence
Drive nuked nuked a nuked nuked a a nuked.;Read/Write;Control
It the it.;Visual;Control
It past past it blew.;Aural;Confidence
Past blew it past past it past past blew.;Read/Write;Control
Flushed flushed it flushed flushed it.;Aural;Control
Flushed it flushed it it.;Visual;Confidence
Pipe pipe one.;Visual;Control
Tight lie tight lie tight lie lie tight.;Kinesthetic;Control
It stuck close stuck.;Aural;Control
Pipe one one pipe pipe.;Aural;Confidence
It the sod.;Aural;Focus
Irons pured my my irons my irons irons.;Aural;Confidence
It jaws it left the left it it the the.;Aural;Control
Wedge my chunked wedge my wedge chunked.;Aural;Focus
Burned the the burned edge.;Read/Write;Control
Up up and up and.;Kinesthetic;Confidence
Rock rock the rock.;Visual;Focus
Wedge wedge my wedge chunked my.;Kinesthetic;Control
The burned burned burned the edge the.;Kinesthetic;Focus
Jaws left it.;Read/Write;Focus
My pured my my pured my.;Visual;Control
In the jaws it left left left.;Aural;Confidence
Scrambled hard scrambled.;Kinesthetic;Focus
In the drink the drink drink in.;Kinesthetic;Focus
Jaws left it jaws left it in the in.;Aural;Focus
It it chili-dipped chili-dipped chili-dipped chili-dipped.;Visual;Confidence
Hard hard scrambled hard scrambled scrambled hard hard hard hard scrambled.;Kinesthetic;Control
Drink drink drink the drink the drink drink.;Read/Write;Confidence
Tight lie lie lie tight lie tight tight.;Kinesthetic;Focus
It left jaws it jaws jaws the it left.;Read/Write;Control
Up got and and and down got and down got down.;Visual;Focus
The jaws left jaws left the left left.;Kinesthetic;Confidence
My chunked chunked chunked chunked chunked.;Aural;Control
Up up up and and.;Visual;Control
Hard hard scrambled scrambled.;Visual;Focus
Lie tight lie tight lie lie tight lie.;Read/Write;Focus
Fried egg egg fried.;Visual;Focus
Chili-dipped chili-dipped chili-dipped chili-dipped it.;Aural;Confidence
Close it close it stuck it stuck it close.;Visual;Confidence
In dialed dialed in in dialed.;Visual;Confidence
Fried egg egg egg fried egg egg.;Kinesthetic;Control
Went seeking seeking pin went seeking pin pin pin pin went.;Visual;Control
Flushed it flushed it it flushed.;Aural;Focus
Irons my my pured my irons pured my pured irons irons irons.;Kinesthetic;Control
Chili-dipped chili-dipped chili-dipped it it it chili-dipped.;Aural;Confidence
My pured my irons my pured pured pured my irons pured pured.;Visual;Focus
Got and and got and and up.;Aural;Confidence
Seeking pin went seeking went went went pin went seeking.;Kinesthetic;Control
One one one pipe pipe pipe one pipe pipe pipe.;Read/Write;Focus
A nuked a a a a.;Kinesthetic;Control
Chunked wedge chunked wedge my wedge wedge my chunked my.;Kinesthetic;Control
Down and up and down and up and down.;Visual;Focus
The screws screws hit.;Kinesthetic;Control
Wedge chunked chunked my my my.;Aural;Control
Chili-dipped it chili-dipped chili-dipped it it chili-dipped it it chili-dipped it chili-dipped it.;Visual;Focus
It it it it chili-dipped it.;Aural;Control
It chili-dipped it it.;Visual;Control
Went pin seeking went pin pin seeking seeking went.;Kinesthetic;Control
Scrambled hard scrambled scrambled scrambled hard.;Read/Write;Focus
In dialed dialed dialed in dialed in.;Read/Write;Control
Left jaws jaws it in jaws it jaws the.;Kinesthetic;Control
Blew blew blew blew.;Visual;Control
The the in drink drink in in.;Read/Write;Control
Jaws jaws the the the.;Read/Write;Control
Drive a nuked a nuked.;Aural;Confidence
Left in jaws the in left it left left in.;Aural;Control
Fried egg fried egg egg fried egg egg egg.;Kinesthetic;Control
Stuck stuck it it stuck it close stuck.;Aural;Control
Screws hit screws hit screws the hit.;Read/Write;Control
Pipe one one pipe one pipe one pipe pipe.;Aural;Confidence
Went went pin seeking pin pin.;Read/Write;Confidence
Pipe one one pipe.;Visual;Confidence
Wedge my my my my wedge my.;Read/Write;Control
Hard hard hard hard scrambled hard scrambled scrambled scrambled scrambled scrambled scrambled.;Visual;Focus
Pured pured my pured pured pured.;Kinesthetic;Control
Scrambled scrambled scrambled hard.;Read/Write;Confidence
Pured pured my irons my irons my irons.;Visual;Confidence
Irons irons irons my irons my irons irons.;Read/Write;Confidence
Hard scrambled scrambled scrambled hard scrambled scrambled hard.;Visual;Focus
In drink the in in in drink the in drink in.;Kinesthetic;Control
One pipe one pipe pipe one pipe pipe pipe one pipe pipe pipe.;Aural;Confidence
Nuked drive drive drive drive nuked.;Aural;Focus
Hit the screws screws the screws screws hit hit the.;Aural;Focus
Pipe pipe pipe one pipe one one pipe pipe pipe one pipe pipe.;Visual;Control
Chunked wedge chunked wedge my chunked my wedge my my wedge.;Kinesthetic;Focus
Laid the over over sod.;Kinesthetic;Focus
A a nuked drive nuked drive.;Read/Write;Focus
Fried fried egg egg egg egg.;Visual;Control
Close close close close close close it it.;Aural;Focus
Flushed flushed it it flushed flushed flushed it it flushed.;Visual;Control
Irons pured irons my my.;Visual;Control
The rock the rolled rock.;Read/Write;Focus
In in dialed dialed.;Kinesthetic;Focus
Down up up got and.;Aural;Confidence
Wedge chunked my chunked wedge chunked.;Kinesthetic;Confidence
Egg fried fried fried fried fried egg fried fried egg fried.;Kinesthetic;Control
Got up got and.;Kinesthetic;Confidence
One pipe pipe pipe one.;Aural;Confidence
Nuked nuked a a drive drive.;Aural;Focus
Scrambled hard scrambled hard scrambled hard scrambled scrambled scrambled hard hard scrambled.;Aural;Focus
Nuked drive nuked a a a.;Kinesthetic;Control
And and and down and up and up got got up.;Read/Write;Focus
Flushed it flushed it flushed.;Visual;Control
The rock rock rolled the rock.;Visual;Focus
Nuked a drive drive a nuked drive a a a nuked.;Kinesthetic;Control
Drive nuked drive drive nuked a a a a.;Read/Write;Control
The rolled rolled rolled the.;Visual;Focus
Laid sod the over sod sod the sod over over it.;Aural;Focus
Went pin went seeking seeking seeking seeking went went pin went seeking.;Visual;Control
The jaws in it jaws.;Kinesthetic;Focus
Scrambled hard hard hard scrambled scrambled hard scrambled.;Aural;Control
Drink drink the drink.;Visual;Control
The the the in.;Aural;Focus
It it flushed flushed it flushed it it it.;Visual;Confidence
Pipe pipe pipe pipe one one pipe pipe pipe pipe one.;Read/Write;Control
Flushed flushed it it flushed flushed flushed flushed.;Read/Write;Confidence
My my pured pured irons my irons.;Kinesthetic;Focus
Lie lie tight lie lie lie tight tight.;Kinesthetic;Focus
Blew blew blew it blew it blew it blew.;Aural;Confidence
Drive nuked a drive nuked drive a.;Visual;Focus
Stuck stuck close stuck close stuck stuck it it stuck it close it.;Read/Write;Confidence
Pipe one pipe pipe one pipe pipe pipe pipe.;Visual;Control
The jaws it left it it in it the.;Aural;Control
Egg egg fried egg egg fried egg egg fried.;Visual;Control
Close close it close.;Read/Write;Focus
Pured irons irons my my my my.;Kinesthetic;Confidence
Stuck close it stuck close stuck.;Read/Write;Focus
Past it blew blew it blew past blew.;Aural;Control
Edge edge burned.;Kinesthetic;Focus
Wedge chunked chunked wedge.;Kinesthetic;Control
Pured pured irons pured irons pured pured pured.;Aural;Confidence
Flushed flushed flushed it it it flushed flushed flushed it.;Read/Write;Control
Dialed dialed in in in in dialed.;Kinesthetic;Control
Scrambled hard hard hard scrambled hard.;Visual;Confidence
Over over over the.;Kinesthetic;Control
The the the burned the edge burned.;Kinesthetic;Control
One pipe one one pipe one pipe pipe pipe pipe one.;Visual;Confidence
Close close it it stuck close.;Kinesthetic;Control
The the rolled rock the the the rolled the.;Aural;Focus
Chili-dipped it chili-dipped chili-dipped it.;Read/Write;Confidence
Hard hard scrambled hard scrambled scrambled hard.;Kinesthetic;Control
My pured irons my irons irons my pured.;Read/Write;Focus
Irons pured my my irons pured pured my my.;Kinesthetic;Confidence
Got and down and and and and up got and up.;Kinesthetic;Confidence
Scrambled scrambled hard hard hard.;Visual;Focus
Pin seeking pin.;Aural;Confidence
Hard scrambled scrambled scrambled scrambled scrambled hard scrambled.;Kinesthetic;Focus
Scrambled hard scrambled scrambled hard scrambled hard scrambled.;Read/Write;Control
Got up and down down.;Aural;Confidence
The rolled the the rolled the.;Kinesthetic;Control
Rock rolled rolled the rock rolled rolled rock.;Read/Write;Focus
Egg egg fried fried fried.;Kinesthetic;Control
It it it it flushed.;Read/Write;Focus
Stuck it stuck stuck close stuck it it.;Read/Write;Focus
Over the laid over sod the.;Read/Write;Focus
Stuck it close it.;Kinesthetic;Focus
Sod it the laid it the over it.;Visual;Focus
Hard hard hard.;Aural;Focus
And down down down up down got down.;Visual;Confidence
A nuked drive drive drive drive a.;Kinesthetic;Control
Jaws left left it in jaws.;Visual;Confidence
It laid the laid over it laid it sod the over sod.;Aural;Control
Got got down down down and got up up down and.;Visual;Control
The screws hit screws hit hit the.;Visual;Focus
Rock rolled rock the rolled rolled rock rolled rolled.;Aural;Control
The it the over the over.;Kinesthetic;Control
Close stuck stuck stuck it stuck it it close stuck it stuck.;Visual;Focus
It close close stuck it stuck close.;Aural;Focus
The in the.;Kinesthetic;Control
It close stuck stuck.;Read/Write;Focus
Rock rock the rolled rolled rolled the rock rock the.;Kinesthetic;Control
The in in jaws jaws the.;Aural;Control
The burned burned the edge.;Aural;Focus
The the edge burned edge the burned edge burned burned edge burned.;Kinesthetic;Control
In in in drink in drink the drink in.;Kinesthetic;Control
It stuck it close it.;Kinesthetic;Confidence
Pipe pipe one pipe pipe pipe one one.;Visual;Control
Up down got got.;Visual;Control
The burned edge burned edge burned burned edge burned edge edge.;Visual;Confidence
Stuck close it close it it stuck stuck it.;Visual;Focus
