User Phrase;VARK Style;Pillar;Mood
Can I get a redo on that swing?;Visual;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;excited
Whoa, I just aced my focus drill!;Visual;Confidence;confused
Can I get a redo on that swing?;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Kinesthetic;Focus;shy
Whoa, I just aced my focus drill!;Aural;Focus;confused
I actually crushed it this time!;Visual;Control;pumped
Does this count as visualization?;Visual;Focus;shy
Hey coach, was that reset okay?;Visual;Focus;shy
I actually crushed it this time!;Aural;Control;confused
Can I get a redo on that swing?;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Visual;Control;pumped
Not feelin' my routine today 😕;Visual;Confidence;bored
Wait, so was I supposed to breathe there?;Visual;Focus;bored
Does this count as visualization?;Aural;Focus;excited
Does this count as visualization?;Aural;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;pumped
I kinda zoned out mid-round 😶;Read/Write;Confidence;confused
Whoa, I just aced my focus drill!;Aural;Confidence;shy
Hey coach, was that reset okay?;Aural;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Hey coach, was that reset okay?;Visual;Confidence;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Confidence;excited
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Wait, so was I supposed to breathe there?;Kinesthetic;Control;shy
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
Not feelin' my routine today 😕;Visual;Confidence;pumped
I kinda zoned out mid-round 😶;Kinesthetic;Control;confused
Not feelin' my routine today 😕;Visual;Confidence;excited
Whoa, I just aced my focus drill!;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Kinesthetic;Focus;shy
Wait, so was I supposed to breathe there?;Read/Write;Control;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;bored
Whoa, I just aced my focus drill!;Visual;Confidence;pumped
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;excited
Hey coach, was that reset okay?;Visual;Control;excited
I actually crushed it this time!;Kinesthetic;Focus;pumped
Wait, so was I supposed to breathe there?;Visual;Focus;shy
Does this count as visualization?;Kinesthetic;Control;pumped
Hey coach, was that reset okay?;Read/Write;Focus;shy
Hey coach, was that reset okay?;Aural;Control;pumped
Whoa, I just aced my focus drill!;Aural;Confidence;pumped
Not feelin' my routine today 😕;Read/Write;Confidence;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;shy
I actually crushed it this time!;Visual;Control;confused
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
I kinda zoned out mid-round 😶;Visual;Focus;bored
I actually crushed it this time!;Read/Write;Control;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;bored
Can I get a redo on that swing?;Kinesthetic;Control;pumped
Ugh, total brain fog on that hole...;Read/Write;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Focus;shy
Ugh, total brain fog on that hole...;Visual;Control;pumped
I actually crushed it this time!;Read/Write;Control;excited
Does this count as visualization?;Aural;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Does this count as visualization?;Visual;Control;shy
Ugh, total brain fog on that hole...;Visual;Focus;excited
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
Hey coach, was that reset okay?;Kinesthetic;Focus;excited
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
I kinda zoned out mid-round 😶;Read/Write;Confidence;excited
I actually crushed it this time!;Read/Write;Focus;excited
Not feelin' my routine today 😕;Kinesthetic;Confidence;confused
Can I get a redo on that swing?;Read/Write;Confidence;pumped
I actually crushed it this time!;Kinesthetic;Focus;pumped
Pretty sure my confidence just leveled up 🔥;Visual;Confidence;confused
Does this count as visualization?;Aural;Focus;bored
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
I kinda zoned out mid-round 😶;Visual;Confidence;bored
Can I get a redo on that swing?;Kinesthetic;Confidence;bored
I kinda zoned out mid-round 😶;Kinesthetic;Control;bored
Does this count as visualization?;Read/Write;Control;shy
Wait, so was I supposed to breathe there?;Aural;Control;confused
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;excited
Whoa, I just aced my focus drill!;Visual;Confidence;confused
Hey coach, was that reset okay?;Aural;Confidence;shy
Wait, so was I supposed to breathe there?;Kinesthetic;Control;shy
Pretty sure my confidence just leveled up 🔥;Read/Write;Confidence;bored
I actually crushed it this time!;Visual;Control;pumped
Does this count as visualization?;Read/Write;Control;excited
Can I get a redo on that swing?;Read/Write;Confidence;pumped
Can I get a redo on that swing?;Visual;Control;shy
Wait, so was I supposed to breathe there?;Visual;Control;bored
Pretty sure my confidence just leveled up 🔥;Aural;Focus;bored
Hey coach, was that reset okay?;Kinesthetic;Focus;shy
I actually crushed it this time!;Read/Write;Focus;bored
Can I get a redo on that swing?;Visual;Focus;pumped
I actually crushed it this time!;Kinesthetic;Confidence;shy
I kinda zoned out mid-round 😶;Aural;Control;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Confidence;confused
Hey coach, was that reset okay?;Read/Write;Confidence;bored
Not feelin' my routine today 😕;Read/Write;Focus;excited
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
Ugh, total brain fog on that hole...;Kinesthetic;Control;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Control;shy
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;shy
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;shy
Not feelin' my routine today 😕;Visual;Focus;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;confused
Hey coach, was that reset okay?;Read/Write;Focus;excited
Ugh, total brain fog on that hole...;Aural;Focus;bored
Whoa, I just aced my focus drill!;Read/Write;Control;bored
I actually crushed it this time!;Aural;Focus;excited
Does this count as visualization?;Kinesthetic;Control;excited
Whoa, I just aced my focus drill!;Read/Write;Focus;excited
Does this count as visualization?;Aural;Focus;bored
Can I get a redo on that swing?;Visual;Focus;bored
I actually crushed it this time!;Read/Write;Confidence;shy
Wait, so was I supposed to breathe there?;Aural;Confidence;bored
I actually crushed it this time!;Kinesthetic;Control;confused
Does this count as visualization?;Read/Write;Confidence;bored
Not feelin' my routine today 😕;Visual;Confidence;excited
Can I get a redo on that swing?;Visual;Confidence;bored
Hey coach, was that reset okay?;Visual;Focus;excited
Not feelin' my routine today 😕;Read/Write;Focus;bored
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;bored
Does this count as visualization?;Read/Write;Confidence;excited
Whoa, I just aced my focus drill!;Aural;Confidence;bored
Whoa, I just aced my focus drill!;Read/Write;Focus;confused
Can I get a redo on that swing?;Kinesthetic;Focus;confused
Whoa, I just aced my focus drill!;Visual;Confidence;shy
Ugh, total brain fog on that hole...;Read/Write;Confidence;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Control;confused
Wait, so was I supposed to breathe there?;Aural;Focus;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;bored
Does this count as visualization?;Kinesthetic;Confidence;shy
I actually crushed it this time!;Kinesthetic;Confidence;pumped
I actually crushed it this time!;Kinesthetic;Focus;pumped
Ugh, total brain fog on that hole...;Read/Write;Confidence;confused
Ugh, total brain fog on that hole...;Kinesthetic;Focus;shy
I kinda zoned out mid-round 😶;Kinesthetic;Control;pumped
Wait, so was I supposed to breathe there?;Aural;Focus;confused
I actually crushed it this time!;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Confidence;excited
Does this count as visualization?;Visual;Control;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Control;shy
Does this count as visualization?;Read/Write;Focus;excited
Can I get a redo on that swing?;Kinesthetic;Focus;excited
Does this count as visualization?;Aural;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Control;bored
I kinda zoned out mid-round 😶;Kinesthetic;Focus;excited
Not feelin' my routine today 😕;Kinesthetic;Focus;pumped
Does this count as visualization?;Aural;Focus;pumped
Hey coach, was that reset okay?;Kinesthetic;Control;excited
Does this count as visualization?;Visual;Focus;shy
Whoa, I just aced my focus drill!;Visual;Focus;confused
Hey coach, was that reset okay?;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Visual;Confidence;pumped
Does this count as visualization?;Visual;Focus;bored
I actually crushed it this time!;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Aural;Confidence;pumped
Can I get a redo on that swing?;Read/Write;Confidence;bored
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Focus;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;confused
Whoa, I just aced my focus drill!;Read/Write;Focus;pumped
Not feelin' my routine today 😕;Kinesthetic;Confidence;bored
Not feelin' my routine today 😕;Visual;Control;confused
Not feelin' my routine today 😕;Aural;Focus;excited
I kinda zoned out mid-round 😶;Visual;Confidence;excited
I kinda zoned out mid-round 😶;Visual;Control;confused
I actually crushed it this time!;Kinesthetic;Confidence;confused
Wait, so was I supposed to breathe there?;Visual;Confidence;pumped
Hey coach, was that reset okay?;Aural;Control;bored
I actually crushed it this time!;Visual;Focus;bored
Not feelin' my routine today 😕;Aural;Confidence;excited
Hey coach, was that reset okay?;Aural;Confidence;bored
Hey coach, was that reset okay?;Visual;Confidence;bored
Can I get a redo on that swing?;Kinesthetic;Control;pumped
I actually crushed it this time!;Kinesthetic;Confidence;bored
Whoa, I just aced my focus drill!;Visual;Control;confused
Ugh, total brain fog on that hole...;Visual;Confidence;excited
Pretty sure my confidence just leveled up 🔥;Kinesthetic;Control;confused
I kinda zoned out mid-round 😶;Visual;Focus;bored
I actually crushed it this time!;Read/Write;Control;pumped
Does this count as visualization?;Kinesthetic;Focus;bored
Whoa, I just aced my focus drill!;Aural;Control;pumped
Ugh, total brain fog on that hole...;Aural;Control;excited
I kinda zoned out mid-round 😶;Kinesthetic;Focus;confused
Ugh, total brain fog on that hole...;Read/Write;Confidence;pumped
Ugh, total brain fog on that hole...;Aural;Focus;confused
Ugh, total brain fog on that hole...;Read/Write;Confidence;pumped
Hey coach, was that reset okay?;Aural;Confidence;excited
Wait, so was I supposed to breathe there?;Visual;Focus;shy
Hey coach, was that reset okay?;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Read/Write;Focus;excited
I actually crushed it this time!;Read/Write;Control;bored
Wait, so was I supposed to breathe there?;Aural;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Visual;Focus;bored
Ugh, total brain fog on that hole...;Aural;Confidence;excited
I actually crushed it this time!;Aural;Focus;confused
I kinda zoned out mid-round 😶;Aural;Control;shy
Ugh, total brain fog on that hole...;Kinesthetic;Control;bored
Hey coach, was that reset okay?;Read/Write;Confidence;pumped
Does this count as visualization?;Aural;Confidence;pumped
Wait, so was I supposed to breathe there?;Read/Write;Control;shy
I kinda zoned out mid-round 😶;Read/Write;Confidence;shy
Whoa, I just aced my focus drill!;Aural;Control;confused
Does this count as visualization?;Visual;Control;pumped
Pretty sure my confidence just leveled up 🔥;Aural;Focus;pumped
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;excited
Can I get a redo on that swing?;Read/Write;Confidence;confused
Wait, so was I supposed to breathe there?;Read/Write;Focus;pumped
Hey coach, was that reset okay?;Visual;Focus;confused
Can I get a redo on that swing?;Visual;Focus;pumped
Can I get a redo on that swing?;Kinesthetic;Focus;confused
I actually crushed it this time!;Kinesthetic;Confidence;pumped
Ugh, total brain fog on that hole...;Kinesthetic;Focus;bored
I kinda zoned out mid-round 😶;Kinesthetic;Confidence;excited
Wait, so was I supposed to breathe there?;Kinesthetic;Control;confused
Hey coach, was that reset okay?;Kinesthetic;Focus;confused
I actually crushed it this time!;Read/Write;Focus;shy
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;confused
Pretty sure my confidence just leveled up 🔥;Aural;Confidence;shy
Not feelin' my routine today 😕;Visual;Confidence;bored
Wait, so was I supposed to breathe there?;Aural;Control;pumped
Hey coach, was that reset okay?;Read/Write;Confidence;shy
Ugh, total brain fog on that hole...;Visual;Control;pumped
I actually crushed it this time!;Visual;Control;pumped
I actually crushed it this time!;Visual;Confidence;excited
Does this count as visualization?;Visual;Focus;excited
I actually crushed it this time!;Read/Write;Control;confused
Whoa, I just aced my focus drill!;Kinesthetic;Confidence;shy
