Phrase,Intent,Tags,Notes
"Putting for 300 yards, missed in the rough.",ShotLog.Technical,"Club:5-iron,Distance:300 yards,Condition:off a downhill slope,Shape:straight,Outcome:in the rough,Hole:hole 15",Technical shot voice log for NLP training
"Hit a 3-wood from 250 yards, shot a push.",ShotLog.Technical,"Club:3-wood,Distance:250 yards,Condition:dry fairway,Shape:push,Outcome:missed long,Hole:hole 9",Technical shot voice log for NLP training
Hit a sand wedge from 110 yards.,ShotLog.Technical,"Club:sand wedge,Distance:110 yards,Condition:from the rough,Shape:push,Outcome:missed left,Hole:hole 5",Technical shot voice log for NLP training
Pushed a 6-iron into the in the rough.,ShotLog.Technical,"Club:6-iron,Distance:5 feet,Condition:off the tee,Shape:push,Outcome:in the rough,Hole:hole 16",Technical shot voice log for NLP training
"Hit a 7-iron from 40 feet, shot a slice.",ShotLog.Technical,"Club:7-iron,Distance:40 feet,Condition:crosswind from the left,Shape:slice,Outcome:None,Hole:hole 8",Technical shot voice log for NLP training
"Putting for 90 yards, missed in the rough.",ShotLog.Technical,"Club:lob wedge,Distance:90 yards,Condition:off the tee,Shape:straight,Outcome:in the rough,Hole:hole 8",Technical shot voice log for NLP training
Hit a 3-iron from 200 yards.,ShotLog.Technical,"Club:3-iron,Distance:200 yards,Condition:uphill,Shape:hook,Outcome:missed short,Hole:hole 6",Technical shot voice log for NLP training
Hit a 3-wood from 140 yards.,ShotLog.Technical,"Club:3-wood,Distance:140 yards,Condition:dry fairway,Shape:slice,Outcome:stayed on the fringe,Hole:hole 13",Technical shot voice log for NLP training
"Used my hybrid on hole 14, 300 yards, uphill.",ShotLog.Technical,"Club:hybrid,Distance:300 yards,Condition:uphill,Shape:draw,Outcome:rolled off the back,Hole:hole 14",Technical shot voice log for NLP training
"4-iron shot from 140 yards, crosswind from the left, landed landed on the green.",ShotLog.Technical,"Club:4-iron,Distance:140 yards,Condition:crosswind from the left,Shape:push,Outcome:landed on the green,Hole:hole 7",Technical shot voice log for NLP training
Pushed a lob wedge into the missed long.,ShotLog.Technical,"Club:lob wedge,Distance:10 feet,Condition:with a headwind,Shape:None,Outcome:missed long,Hole:hole 2",Technical shot voice log for NLP training
"Hit a lob wedge from 70 yards, shot a hook.",ShotLog.Technical,"Club:lob wedge,Distance:70 yards,Condition:from the bunker,Shape:hook,Outcome:in the rough,Hole:hole 1",Technical shot voice log for NLP training
Pushed a pitching wedge into the rolled off the back.,ShotLog.Technical,"Club:pitching wedge,Distance:90 feet,Condition:tight lie,Shape:fade,Outcome:rolled off the back,Hole:hole 16",Technical shot voice log for NLP training
"Putting for 290 yards, missed stayed on the fringe.",ShotLog.Technical,"Club:driver,Distance:290 yards,Condition:from a bad lie,Shape:push,Outcome:stayed on the fringe,Hole:hole 5",Technical shot voice log for NLP training
"Putting for 85 feet, missed missed right.",ShotLog.Technical,"Club:5-wood,Distance:85 feet,Condition:dry fairway,Shape:draw,Outcome:missed right,Hole:hole 13",Technical shot voice log for NLP training
"Took a driver from 5 feet dry fairway, result was missed left.",ShotLog.Technical,"Club:driver,Distance:5 feet,Condition:dry fairway,Shape:fade,Outcome:missed left,Hole:hole 14",Technical shot voice log for NLP training
"Hit a 5-wood from 280 yards downhill, and it missed long.",ShotLog.Technical,"Club:5-wood,Distance:280 yards,Condition:downhill,Shape:None,Outcome:missed long,Hole:hole 7",Technical shot voice log for NLP training
"Used my 4-iron on hole 8, 85 feet, with a headwind.",ShotLog.Technical,"Club:4-iron,Distance:85 feet,Condition:with a headwind,Shape:pull,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Hit a 2-iron from 170 yards, shot a push.",ShotLog.Technical,"Club:2-iron,Distance:170 yards,Condition:crosswind from the left,Shape:push,Outcome:on the fairway,Hole:hole 15",Technical shot voice log for NLP training
"Used my 3-wood on hole 3, 5 feet, from the rough.",ShotLog.Technical,"Club:3-wood,Distance:5 feet,Condition:from the rough,Shape:push,Outcome:hit a tree,Hole:hole 3",Technical shot voice log for NLP training
"Hit a lob wedge from 280 yards, shot a slice.",ShotLog.Technical,"Club:lob wedge,Distance:280 yards,Condition:downhill,Shape:slice,Outcome:in the rough,Hole:hole 18",Technical shot voice log for NLP training
Pushed a 2-iron into the missed long.,ShotLog.Technical,"Club:2-iron,Distance:75 feet,Condition:with a tailwind,Shape:straight,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"Hit a 9-iron from 290 yards into the wind, and it stayed on the fringe.",ShotLog.Technical,"Club:9-iron,Distance:290 yards,Condition:into the wind,Shape:slice,Outcome:stayed on the fringe,Hole:hole 15",Technical shot voice log for NLP training
"Putting for 70 yards, missed on the fairway.",ShotLog.Technical,"Club:6-iron,Distance:70 yards,Condition:from a bad lie,Shape:straight,Outcome:on the fairway,Hole:hole 10",Technical shot voice log for NLP training
"Took a 7-iron from 140 yards , result was .",ShotLog.Technical,"Club:7-iron,Distance:140 yards,Condition:None,Shape:straight,Outcome:None,Hole:hole 14",Technical shot voice log for NLP training
"Hit a 8-iron from 110 yards, shot a draw.",ShotLog.Technical,"Club:8-iron,Distance:110 yards,Condition:from the bunker,Shape:draw,Outcome:rolled off the back,Hole:hole 16",Technical shot voice log for NLP training
Pushed a 2-iron into the in the rough.,ShotLog.Technical,"Club:2-iron,Distance:240 yards,Condition:tight lie,Shape:slice,Outcome:in the rough,Hole:hole 16",Technical shot voice log for NLP training
"Putter shot from 200 yards, wet fairway, landed in the bunker.",ShotLog.Technical,"Club:putter,Distance:200 yards,Condition:wet fairway,Shape:None,Outcome:in the bunker,Hole:hole 13",Technical shot voice log for NLP training
"Hybrid shot from 40 feet, dry fairway, landed missed left.",ShotLog.Technical,"Club:hybrid,Distance:40 feet,Condition:dry fairway,Shape:push,Outcome:missed left,Hole:hole 11",Technical shot voice log for NLP training
Hit a 7-iron from 75 feet.,ShotLog.Technical,"Club:7-iron,Distance:75 feet,Condition:dry fairway,Shape:straight,Outcome:missed right,Hole:hole 4",Technical shot voice log for NLP training
"8-iron shot from 300 yards, off a downhill slope, landed landed on the green.",ShotLog.Technical,"Club:8-iron,Distance:300 yards,Condition:off a downhill slope,Shape:fade,Outcome:landed on the green,Hole:hole 4",Technical shot voice log for NLP training
"Took a 4-iron from 85 feet dry fairway, result was hit a tree.",ShotLog.Technical,"Club:4-iron,Distance:85 feet,Condition:dry fairway,Shape:pull,Outcome:hit a tree,Hole:hole 7",Technical shot voice log for NLP training
Hit a 2-iron from 120 yards.,ShotLog.Technical,"Club:2-iron,Distance:120 yards,Condition:into the wind,Shape:pull,Outcome:hit a tree,Hole:hole 9",Technical shot voice log for NLP training
Hit a 8-iron from 40 feet.,ShotLog.Technical,"Club:8-iron,Distance:40 feet,Condition:downhill,Shape:fade,Outcome:hit a tree,Hole:hole 15",Technical shot voice log for NLP training
"Took a 9-iron from 120 yards tight lie, result was .",ShotLog.Technical,"Club:9-iron,Distance:120 yards,Condition:tight lie,Shape:pull,Outcome:None,Hole:hole 17",Technical shot voice log for NLP training
"Hit a putter from 70 feet, shot a draw.",ShotLog.Technical,"Club:putter,Distance:70 feet,Condition:downhill,Shape:draw,Outcome:in the rough,Hole:hole 14",Technical shot voice log for NLP training
"Putting for 60 yards, missed missed long.",ShotLog.Technical,"Club:4-iron,Distance:60 yards,Condition:dry fairway,Shape:pull,Outcome:missed long,Hole:hole 3",Technical shot voice log for NLP training
"Took a lob wedge from 70 yards from the bunker, result was rolled off the back.",ShotLog.Technical,"Club:lob wedge,Distance:70 yards,Condition:from the bunker,Shape:None,Outcome:rolled off the back,Hole:hole 18",Technical shot voice log for NLP training
"Putting for 85 feet, missed in the bunker.",ShotLog.Technical,"Club:pitching wedge,Distance:85 feet,Condition:from the bunker,Shape:fade,Outcome:in the bunker,Hole:hole 8",Technical shot voice log for NLP training
"Hit a driver from 55 feet with a tailwind, and it in the water.",ShotLog.Technical,"Club:driver,Distance:55 feet,Condition:with a tailwind,Shape:fade,Outcome:in the water,Hole:hole 10",Technical shot voice log for NLP training
"Took a putter from 150 yards with a tailwind, result was .",ShotLog.Technical,"Club:putter,Distance:150 yards,Condition:with a tailwind,Shape:hook,Outcome:None,Hole:hole 13",Technical shot voice log for NLP training
"Putting for 80 feet, missed missed left.",ShotLog.Technical,"Club:7-iron,Distance:80 feet,Condition:off a downhill slope,Shape:draw,Outcome:missed left,Hole:hole 5",Technical shot voice log for NLP training
"Hit a 3-iron from 60 yards from a bad lie, and it in the bunker.",ShotLog.Technical,"Club:3-iron,Distance:60 yards,Condition:from a bad lie,Shape:None,Outcome:in the bunker,Hole:hole 11",Technical shot voice log for NLP training
"Took a putter from 90 yards with a headwind, result was stayed on the fringe.",ShotLog.Technical,"Club:putter,Distance:90 yards,Condition:with a headwind,Shape:pull,Outcome:stayed on the fringe,Hole:hole 15",Technical shot voice log for NLP training
Hit a 5-iron from 40 feet off a downhill slope.,ShotLog.Technical,"Club:5-iron,Distance:40 feet,Condition:off a downhill slope,Shape:push,Outcome:missed long,Hole:hole 14",Technical shot voice log for NLP training
Hit a 5-iron from 40 feet.,ShotLog.Technical,"Club:5-iron,Distance:40 feet,Condition:with a headwind,Shape:None,Outcome:missed right,Hole:hole 16",Technical shot voice log for NLP training
"Used my 5-iron on hole 8, 100 yards, off the tee.",ShotLog.Technical,"Club:5-iron,Distance:100 yards,Condition:off the tee,Shape:hook,Outcome:stayed on the fringe,Hole:hole 8",Technical shot voice log for NLP training
Hit a 9-iron from 60 yards dry fairway.,ShotLog.Technical,"Club:9-iron,Distance:60 yards,Condition:dry fairway,Shape:pull,Outcome:missed long,Hole:hole 17",Technical shot voice log for NLP training
Hit a 3-iron from 50 yards off a downhill slope.,ShotLog.Technical,"Club:3-iron,Distance:50 yards,Condition:off a downhill slope,Shape:pull,Outcome:rolled off the back,Hole:hole 11",Technical shot voice log for NLP training
"Hit a pitching wedge from 100 yards, shot a fade.",ShotLog.Technical,"Club:pitching wedge,Distance:100 yards,Condition:with a tailwind,Shape:fade,Outcome:stayed on the fringe,Hole:hole 10",Technical shot voice log for NLP training
"9-iron shot from 280 yards, off a downhill slope, landed on the fairway.",ShotLog.Technical,"Club:9-iron,Distance:280 yards,Condition:off a downhill slope,Shape:slice,Outcome:on the fairway,Hole:hole 18",Technical shot voice log for NLP training
"Putting for 120 yards, missed missed short.",ShotLog.Technical,"Club:pitching wedge,Distance:120 yards,Condition:with a headwind,Shape:fade,Outcome:missed short,Hole:hole 7",Technical shot voice log for NLP training
"Hit a pitching wedge from 100 feet, shot a straight.",ShotLog.Technical,"Club:pitching wedge,Distance:100 feet,Condition:off the tee,Shape:straight,Outcome:stayed on the fringe,Hole:hole 15",Technical shot voice log for NLP training
"Lob wedge shot from 80 feet, off the tee, landed on the fairway.",ShotLog.Technical,"Club:lob wedge,Distance:80 feet,Condition:off the tee,Shape:slice,Outcome:on the fairway,Hole:hole 12",Technical shot voice log for NLP training
"Hit a sand wedge from 230 yards from a bad lie, and it missed right.",ShotLog.Technical,"Club:sand wedge,Distance:230 yards,Condition:from a bad lie,Shape:slice,Outcome:missed right,Hole:hole 3",Technical shot voice log for NLP training
"Putting for 200 yards, missed hit a tree.",ShotLog.Technical,"Club:3-wood,Distance:200 yards,Condition:None,Shape:hook,Outcome:hit a tree,Hole:hole 9",Technical shot voice log for NLP training
Hit a 4-iron from 230 yards.,ShotLog.Technical,"Club:4-iron,Distance:230 yards,Condition:off the tee,Shape:hook,Outcome:in the rough,Hole:hole 13",Technical shot voice log for NLP training
"Played a slice with my 5-iron from 35 feet, ended up missed left.",ShotLog.Technical,"Club:5-iron,Distance:35 feet,Condition:into the wind,Shape:slice,Outcome:missed left,Hole:hole 18",Technical shot voice log for NLP training
"Played a hook with my 5-wood from 15 feet, ended up in the rough.",ShotLog.Technical,"Club:5-wood,Distance:15 feet,Condition:with a tailwind,Shape:hook,Outcome:in the rough,Hole:hole 1",Technical shot voice log for NLP training
"Took a hybrid from 20 feet with a tailwind, result was hit a tree.",ShotLog.Technical,"Club:hybrid,Distance:20 feet,Condition:with a tailwind,Shape:straight,Outcome:hit a tree,Hole:hole 14",Technical shot voice log for NLP training
"Hit a 4-iron from 60 feet, shot a .",ShotLog.Technical,"Club:4-iron,Distance:60 feet,Condition:crosswind from the left,Shape:None,Outcome:landed on the green,Hole:hole 13",Technical shot voice log for NLP training
Pushed a 5-iron into the stayed on the fringe.,ShotLog.Technical,"Club:5-iron,Distance:230 yards,Condition:dry fairway,Shape:hook,Outcome:stayed on the fringe,Hole:hole 4",Technical shot voice log for NLP training
Pushed a 3-wood into the missed long.,ShotLog.Technical,"Club:3-wood,Distance:40 feet,Condition:crosswind from the left,Shape:push,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"6-iron shot from 10 feet, off the tee, landed missed right.",ShotLog.Technical,"Club:6-iron,Distance:10 feet,Condition:off the tee,Shape:None,Outcome:missed right,Hole:hole 4",Technical shot voice log for NLP training
"Hit a 2-iron from 65 feet, shot a push.",ShotLog.Technical,"Club:2-iron,Distance:65 feet,Condition:wet fairway,Shape:push,Outcome:missed long,Hole:hole 13",Technical shot voice log for NLP training
"Took a 3-iron from 60 yards uphill, result was hit a tree.",ShotLog.Technical,"Club:3-iron,Distance:60 yards,Condition:uphill,Shape:straight,Outcome:hit a tree,Hole:hole 11",Technical shot voice log for NLP training
Hit a 3-iron from 80 feet off the tee.,ShotLog.Technical,"Club:3-iron,Distance:80 feet,Condition:off the tee,Shape:pull,Outcome:missed short,Hole:hole 7",Technical shot voice log for NLP training
Hit a pitching wedge from 120 yards.,ShotLog.Technical,"Club:pitching wedge,Distance:120 yards,Condition:from the bunker,Shape:fade,Outcome:None,Hole:hole 2",Technical shot voice log for NLP training
"4-iron shot from 180 yards, dry fairway, landed in the water.",ShotLog.Technical,"Club:4-iron,Distance:180 yards,Condition:dry fairway,Shape:slice,Outcome:in the water,Hole:hole 18",Technical shot voice log for NLP training
"Used my hybrid on hole 18, 170 yards, uphill.",ShotLog.Technical,"Club:hybrid,Distance:170 yards,Condition:uphill,Shape:draw,Outcome:hit a tree,Hole:hole 18",Technical shot voice log for NLP training
"Hit a 5-iron from 190 yards with a headwind, and it stayed on the fringe.",ShotLog.Technical,"Club:5-iron,Distance:190 yards,Condition:with a headwind,Shape:draw,Outcome:stayed on the fringe,Hole:hole 1",Technical shot voice log for NLP training
Pushed a putter into the in the rough.,ShotLog.Technical,"Club:putter,Distance:65 feet,Condition:downhill,Shape:pull,Outcome:in the rough,Hole:hole 17",Technical shot voice log for NLP training
