content_id,template_id,template_name,pillar,vark_mode,level,length,scenario_tags,pressure_level,lie_type,wind_condition,region_variant,script_text,cta_question,follow_up_prompt,confidence_rating_hint,do_not_say_flags
MC_00361,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Foundation,micro,post_round_learn;practice_round,high,perfect,strong,AU,"One win. One lesson. One next step.
Keep it simple and repeatable.
Name the task in words: “Pick. Commit. Swing.”",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00362,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Foundation,standard,practice_round;post_round_learn,low,greenside_bunker,strong,US,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Keep it simple and repeatable.
Use a short written-style checklist in your head: target, plan, commit.",What’s one thing you’ll repeat next round?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00363,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Foundation,deep,post_round_next_step;post_round_learn,low,fairway_bunker,strong,UK,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Keep it simple and repeatable.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00364,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Build,micro,tournament_round;post_round_learn,medium,tight,light,US,"One win. One lesson. One next step.
Add one detail: pace and commitment.
Name the task in words: “Pick. Commit. Swing.”",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00365,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Build,standard,post_round_learn;tournament_round,medium,greenside_bunker,moderate,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Add one detail: pace and commitment.
Use a short written-style checklist in your head: target, plan, commit.",What was your best decision today?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00366,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Build,deep,post_round_next_step;tournament_round,medium,rough,moderate,AU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Add one detail: pace and commitment.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s one thing you’ll repeat next round?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00367,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Compete,micro,post_round_next_step;practice_round,low,rough,strong,AU,"One win. One lesson. One next step.
Narrow focus. Execute under pressure.
Name the task in words: “Pick. Commit. Swing.”",What was your best decision today?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00368,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Compete,standard,post_round_next_step;post_round_learn,high,perfect,strong,EU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Narrow focus. Execute under pressure.
Use a short written-style checklist in your head: target, plan, commit.",What’s one thing you’ll repeat next round?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00369,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Compete,deep,post_round_next_step;practice_round,low,greenside_bunker,light,UK,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Narrow focus. Execute under pressure.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00370,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Maintain,micro,post_round_learn;practice_round,low,tight,light,AU,"One win. One lesson. One next step.
Stay consistent. Trust what works.
Name the task in words: “Pick. Commit. Swing.”",What was your best decision today?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00371,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Maintain,standard,post_round_next_step;post_round_learn,low,rough,moderate,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Stay consistent. Trust what works.
Use a short written-style checklist in your head: target, plan, commit.",What was your best decision today?,Ready to reset and move on?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00372,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,ReadWrite,Maintain,deep,tournament_round;post_round_learn,high,greenside_bunker,strong,UK,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Stay consistent. Trust what works.
Run a 4-line script: target, plan, breath, commit. Then go.",What’s one thing you’ll repeat next round?,Should we keep this cue for the next hole?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00373,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Foundation,micro,practice_round;tournament_round,medium,rough,strong,EU,"One win. One lesson. One next step.
Keep it simple and repeatable.
Feel your feet. One slow exhale. Loose grip pressure.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00374,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Foundation,standard,practice_round;post_round_next_step,low,greenside_bunker,light,AU,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Keep it simple and repeatable.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What was your best decision today?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00375,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Foundation,deep,practice_round;post_round_next_step,low,tight,strong,AU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Keep it simple and repeatable.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00376,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Build,micro,practice_round;tournament_round,high,rough,moderate,EU,"One win. One lesson. One next step.
Add one detail: pace and commitment.
Feel your feet. One slow exhale. Loose grip pressure.",What’s one thing you’ll repeat next round?,Do you want to repeat this routine next shot?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00377,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Build,standard,post_round_next_step;post_round_learn,low,greenside_bunker,light,US,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Add one detail: pace and commitment.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What was your best decision today?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00378,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Build,deep,practice_round;post_round_next_step,high,greenside_bunker,calm,UK,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Add one detail: pace and commitment.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What was your best decision today?,Do you want to repeat this routine next shot?,building,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00379,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Compete,micro,practice_round;tournament_round,low,greenside_bunker,moderate,AU,"One win. One lesson. One next step.
Narrow focus. Execute under pressure.
Feel your feet. One slow exhale. Loose grip pressure.",What’s one thing you’ll repeat next round?,Ready to reset and move on?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00380,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Compete,standard,post_round_next_step;practice_round,high,tight,moderate,US,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Narrow focus. Execute under pressure.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What’s one thing you’ll repeat next round?,Do you want a shorter version next time?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00381,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Compete,deep,post_round_learn;practice_round,medium,greenside_bunker,moderate,EU,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Narrow focus. Execute under pressure.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What was your best decision today?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00382,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Maintain,micro,tournament_round;post_round_next_step,medium,tight,light,UK,"One win. One lesson. One next step.
Stay consistent. Trust what works.
Feel your feet. One slow exhale. Loose grip pressure.",What’s one thing you’ll repeat next round?,Want to log this as working well?,stable,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00383,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Maintain,standard,post_round_learn;post_round_next_step,medium,greenside_bunker,light,US,"Reflect cleanly: what worked, what slipped, and what you’ll do next time. No judgment—just learning.
Stay consistent. Trust what works.
Feel posture, balance, and tempo. Let the body lead, not the noise.",What was your best decision today?,Should we keep this cue for the next hole?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
MC_00384,MC_T08_END_OF_ROUND_REFLECTION,End-of-Round Reflection,ALL,Kinesthetic,Maintain,deep,post_round_learn;tournament_round,medium,tight,calm,US,"Review in three parts: (1) best moments, (2) biggest leak, (3) one clear focus for next round. Turn insight into action.
Stay consistent. Trust what works.
Use a body scan: feet → hands → shoulders. Exhale, then move with tempo.",What was your best decision today?,Want to log this as working well?,needs_support,No medical/therapy language. No promises/guarantees. No 'psychology' wording.
